RunID,Tel,AbsGainMean,AbsGainErr,run_type,Time
80332,1,4.996079986577179,0.010381624427799344,flasher,2016-01-18 09:22:05
80332,2,5.038248150501673,0.00849474857435588,flasher,2016-01-18 09:22:05
80332,3,5.193147956521732,0.00819588370100744,flasher,2016-01-18 09:22:05
80342,0,4.9981575353535375,0.009080540667252498,flasher,2016-01-19 10:55:36
80342,1,5.010398087248321,0.010012209210563432,flasher,2016-01-19 10:55:36
80342,2,5.056299570469799,0.008248756493740536,flasher,2016-01-19 10:55:36
80342,3,5.227099538461544,0.008367486200133473,flasher,2016-01-19 10:55:36
80348,0,5.072354845117845,0.008878234366481923,flasher,2016-01-20 11:41:41
80348,1,5.066964197986578,0.011124032243884108,flasher,2016-01-20 11:41:41
80348,2,5.134506010067111,0.008524007194055282,flasher,2016-01-20 11:41:41
80348,3,5.306068555183943,0.00842959022687526,flasher,2016-01-20 11:41:41
80358,0,5.067003195945945,0.009028001444920919,flasher,2016-01-21 12:36:18
80358,1,5.062125949664429,0.011316375217000987,flasher,2016-01-21 12:36:18
80358,2,5.180418083612039,0.008823597333627916,flasher,2016-01-21 12:36:18
80358,3,5.3251276220735795,0.008746551839767927,flasher,2016-01-21 12:36:18
80362,0,5.039663030405408,0.008862593199346049,flasher,2016-01-27 03:01:22
80362,1,5.066610157718122,0.011118930224167989,flasher,2016-01-27 03:01:22
80362,2,5.107478573825499,0.008919445649269253,flasher,2016-01-27 03:01:22
80362,3,5.276927471571909,0.008594130216809657,flasher,2016-01-27 03:01:22
80369,0,1.4792264256756755,0.0026674395224472254,flasher,2016-01-27 05:34:13
80369,1,1.5373437751677834,0.004012651886144411,flasher,2016-01-27 05:34:13
80369,2,1.523797658862878,0.0027660236452493442,flasher,2016-01-27 05:34:13
80369,3,1.6131613444816049,0.0029725307300658126,flasher,2016-01-27 05:34:13
80375,0,4.945499922558922,0.008185485782973853,flasher,2016-01-28 04:19:22
80375,1,4.964657463087247,0.010331110436206568,flasher,2016-01-28 04:19:22
80375,2,5.042326822742471,0.008236290238770086,flasher,2016-01-28 04:19:22
80375,3,5.212314745819403,0.008316369521461465,flasher,2016-01-28 04:19:22
80379,0,1.4930054189189186,0.003240566827379507,flasher,2016-01-28 06:14:05
80379,1,1.5230051946308731,0.004036305291766462,flasher,2016-01-28 06:14:05
80379,2,1.5194086153846156,0.0027633498467662557,flasher,2016-01-28 06:14:05
80379,3,1.6104820771812083,0.0028852310308940727,flasher,2016-01-28 06:14:05
80437,0,4.886695684210527,0.008767144372665962,flasher,2016-01-30 05:56:04
80437,1,4.880468281879198,0.00960509499989699,flasher,2016-01-30 05:56:04
80437,2,4.962964130434783,0.008031495350750196,flasher,2016-01-30 05:56:04
80437,3,5.115602806020066,0.007697607547981886,flasher,2016-01-30 05:56:04
80439,0,1.4557989260563389,0.002592523604303794,flasher,2016-01-30 06:47:02
80439,1,1.501099369127516,0.003467798867061042,flasher,2016-01-30 06:47:02
80439,2,1.4927095402684558,0.00261442886562324,flasher,2016-01-30 06:47:02
80439,3,1.5790092374581932,0.002722954247477345,flasher,2016-01-30 06:47:02
80452,0,4.909467821548824,0.00791313999169622,flasher,2016-01-31 02:42:39
80452,1,4.901824765886288,0.009876186870491502,flasher,2016-01-31 02:42:39
80452,2,5.000214100334447,0.007559866231099766,flasher,2016-01-31 02:42:39
80452,3,5.159150295302014,0.008086089546943375,flasher,2016-01-31 02:42:39
80473,0,1.474051466216218,0.002441610367754361,flasher,2016-01-31 11:25:22
80473,1,1.513038426174497,0.0035751685266412277,flasher,2016-01-31 11:25:22
80473,2,1.511189598662207,0.002586918819389809,flasher,2016-01-31 11:25:22
80473,3,1.5939726321070224,0.0028387268878896097,flasher,2016-01-31 11:25:22
80490,0,5.061144192567567,0.008984895312597295,flasher,2016-02-02 05:07:51
80490,1,5.064274818791948,0.010803758600566225,flasher,2016-02-02 05:07:51
80490,2,5.150756298657716,0.008424381164244607,flasher,2016-02-02 05:07:51
80490,3,5.320108097315435,0.008529840628587342,flasher,2016-02-02 05:07:51
80491,0,5.092651746621621,0.006596479719978173,flasher,2016-02-02 05:25:04
80491,1,5.198846308724833,0.0063796780744415004,flasher,2016-02-02 05:25:04
80491,2,5.143535895973154,0.006137810936604778,flasher,2016-02-02 05:25:04
80491,3,5.425033809364552,0.007270906065442026,flasher,2016-02-02 05:25:04
80514,0,5.104099599326607,0.008980293112609445,flasher,2016-02-03 09:11:10
80514,1,5.097172410774411,0.011322737374783365,flasher,2016-02-03 09:11:10
80514,2,5.197008628762542,0.009670779034781434,flasher,2016-02-03 09:11:10
80514,3,5.348026993311039,0.00845819834694128,flasher,2016-02-03 09:11:10
80541,0,5.093471244897959,0.009450060648713239,flasher,2016-02-04 10:58:49
80541,1,5.092995777777775,0.01202486618453699,flasher,2016-02-04 10:58:49
80541,2,5.1044440535117,0.008869927541657437,flasher,2016-02-04 10:58:49
80541,3,5.334453301003341,0.0090680004639482,flasher,2016-02-04 10:58:49
80569,0,5.028153695945948,0.008784799277093929,flasher,2016-02-05 11:15:28
80569,1,5.0440972341137185,0.01108485960093317,flasher,2016-02-05 11:15:28
80569,2,5.092272130872484,0.008793828575165611,flasher,2016-02-05 11:15:28
80569,3,5.288645468227422,0.009247671619305859,flasher,2016-02-05 11:15:28
80606,0,5.262081114478114,0.007110209218830755,flasher,2016-02-07 03:07:51
80606,1,5.337730383838385,0.007052651600346591,flasher,2016-02-07 03:07:51
80606,2,5.34715017114094,0.00698529827775927,flasher,2016-02-07 03:07:51
80606,3,5.622556461538465,0.008816903195451437,flasher,2016-02-07 03:07:51
80618,0,4.865947976430975,0.006021241826146318,flasher,2016-02-07 09:03:56
80618,1,4.992981392617447,0.005971317142629369,flasher,2016-02-07 09:03:56
80618,2,4.949302521739127,0.0059540460358232655,flasher,2016-02-07 09:03:56
80618,3,5.160183314381277,0.00712829038432685,flasher,2016-02-07 09:03:56
80638,0,4.864587973063974,0.008403637905965178,flasher,2016-02-08 09:11:30
80638,1,4.903944379194632,0.009931329708175625,flasher,2016-02-08 09:11:30
80638,2,4.950032318791944,0.007946627459100327,flasher,2016-02-08 09:11:30
80638,3,5.12401379865772,0.008313057579678531,flasher,2016-02-08 09:11:30
80662,0,4.881222118243241,0.00632857990962442,flasher,2016-02-09 09:25:22
80662,1,4.966417379194629,0.0058841974731759575,flasher,2016-02-09 09:25:22
80662,2,4.950806986622075,0.005997957083264094,flasher,2016-02-09 09:25:22
80662,3,5.154697281879193,0.007449912583790243,flasher,2016-02-09 09:25:22
80678,0,4.823478114864866,0.0061156151538883105,flasher,2016-02-10 05:13:38
80678,1,4.915114795302014,0.006529037007539444,flasher,2016-02-10 05:13:38
80678,2,4.909047826086957,0.006027199617629858,flasher,2016-02-10 05:13:38
80678,3,5.132514311036788,0.00719291659491869,flasher,2016-02-10 05:13:38
80712,0,4.88390491891892,0.00706083976518551,flasher,2016-02-11 09:25:24
80712,1,4.972857543624165,0.006172244566722453,flasher,2016-02-11 09:25:24
80712,2,4.974578130872484,0.006108433207527874,flasher,2016-02-11 09:25:24
80712,3,5.180637795986618,0.007504708719141213,flasher,2016-02-11 09:25:24
80731,0,4.8653886700336715,0.0064452556181643925,flasher,2016-02-12 07:09:42
80731,1,4.993785274247495,0.006778211354523414,flasher,2016-02-12 07:09:42
80731,2,4.931413620805367,0.006485717979781738,flasher,2016-02-12 07:09:42
80731,3,5.163392872909697,0.007933312503862111,flasher,2016-02-12 07:09:42
80757,0,4.85219789189189,0.006448090373969026,flasher,2016-02-13 07:41:26
80757,1,4.955456785234898,0.006206199176890955,flasher,2016-02-13 07:41:26
80757,2,4.9281771107382575,0.006471015135455949,flasher,2016-02-13 07:41:26
80757,3,5.146622832775918,0.007825482915721015,flasher,2016-02-13 07:41:26
80776,0,4.905578175084173,0.006263276612559567,flasher,2016-02-15 12:35:50
80776,1,5.020540538461538,0.0061922659561563466,flasher,2016-02-15 12:35:50
80776,2,5.025747634228188,0.006453411419067084,flasher,2016-02-15 12:35:50
80776,3,5.228963117449671,0.007437704026168234,flasher,2016-02-15 12:35:50
80791,0,1.4653248310810818,0.002485305960410595,flasher,2016-02-16 07:19:59
80791,1,1.5057191979865767,0.0036602521853826364,flasher,2016-02-16 07:19:59
80791,2,1.4990282315436243,0.0025206601802549035,flasher,2016-02-16 07:19:59
80791,3,1.5898924949832771,0.002716566805746213,flasher,2016-02-16 07:19:59
80798,0,4.886373875420876,0.006622225993085277,flasher,2016-02-16 09:58:19
80798,1,4.984715687919471,0.00644062518586903,flasher,2016-02-16 09:58:19
80798,2,4.973401312080538,0.006213110371254525,flasher,2016-02-16 09:58:19
80798,3,5.1798400302013405,0.007648816864391277,flasher,2016-02-16 09:58:19
80820,0,1.4534674338983056,0.0024403467614061004,flasher,2016-02-17 09:13:09
80820,1,1.4959911006711402,0.0034658765781720316,flasher,2016-02-17 09:13:09
80820,2,1.486285164429531,0.0024826403290631217,flasher,2016-02-17 09:13:09
80820,3,1.5766155986622077,0.002724186812200939,flasher,2016-02-17 09:13:09
80825,0,4.83414635034014,0.0064161216339546105,flasher,2016-02-17 10:47:42
80825,1,4.918434438127086,0.006268552242439813,flasher,2016-02-17 10:47:42
80825,2,4.9103654899328895,0.006192689766331349,flasher,2016-02-17 10:47:42
80825,3,5.124991331103682,0.007776144679729825,flasher,2016-02-17 10:47:42
80835,0,1.466895215488216,0.0023674909426057446,flasher,2016-02-18 10:43:24
80835,1,1.5002072207357862,0.003460181721502137,flasher,2016-02-18 10:43:24
