RunID,Tel,AbsGainMean,AbsGainErr,Time,Type
85188,2,5.0081706734006755,0.0067747501494662965,2017-03-08 11:34:44,STD
85188,3,5.353064295302015,0.007572630643800186,2017-03-08 11:34:44,STD
85195,0,1.4224050810810802,0.002201778813330619,2017-03-09 11:34:13,RHV
85195,1,1.4391280702341138,0.0018124466683548121,2017-03-09 11:34:13,RHV
85195,2,1.4723506397306396,0.002036662333057653,2017-03-09 11:34:13,RHV
85195,3,1.5771022718120813,0.002408057088783371,2017-03-09 11:34:13,RHV
85196,0,4.942912279461279,0.006850966958314777,2017-03-09 11:40:57,STD
85196,1,5.097182996655518,0.0070233578110289185,2017-03-09 11:40:57,STD
85196,2,5.026069337837833,0.006796678046264186,2017-03-09 11:40:57,STD
85196,3,5.3979434276094285,0.008277983109607017,2017-03-09 11:40:57,STD
85233,0,4.7942856644295295,0.007078721790081261,2017-03-15 03:19:34,STD
85233,1,5.002925615384613,0.006749672927390704,2017-03-15 03:19:34,STD
85233,2,4.914717604729732,0.006156248900935147,2017-03-15 03:19:34,STD
85233,3,5.1747616498316535,0.0073515888331848606,2017-03-15 03:19:34,STD
85239,0,4.82754525,0.007570669961559005,2017-03-16 05:09:51,STD
85239,1,5.038674642140465,0.006878586834830161,2017-03-16 05:09:51,STD
85239,2,4.9303848821548835,0.006520682435306438,2017-03-16 05:09:51,STD
85239,3,5.172815926174498,0.00792560608201507,2017-03-16 05:09:51,STD
85241,0,1.3913963716216229,0.002177984443343372,2017-03-16 06:01:08,RHV
85241,1,1.4132996354515048,0.0018037732370136184,2017-03-16 06:01:08,RHV
85241,2,1.4432429695945943,0.002058293376114479,2017-03-16 06:01:08,RHV
85241,3,1.563154976510068,0.002625191468489496,2017-03-16 06:01:08,RHV
85252,0,4.793045104729732,0.006953997901237719,2017-03-17 05:47:37,STD
85252,1,5.026558632107023,0.0066651369896070746,2017-03-17 05:47:37,STD
85252,2,4.829276020202019,0.006216134160338705,2017-03-17 05:47:37,STD
85252,3,5.1644867575757605,0.007476820633724336,2017-03-17 05:47:37,STD
