#Source Name,R.A.,Decl.,l,b,95% conf. radius,Sqrt TS,Flux (100MeV-1GeV),Flux Unc. (100MeV-1GeV),Flux (1GeV-100GeV),Flux Unc. (1GeV-100GeV),Variability Flag,Sqrt TS (100MeV-1GeV),Sqrt TS (1GeV-100GeV),Gamma Assoc. 1,Gamma Assoc. 2,Gamma Assoc. 3,Class,Alt. Class,Assoc. 1,Assoc. 2
#
# Fermi catalogue released 20090209
#
# (see http://fermi.gsfc.nasa.gov/ssc/data/access/lat/bright_src_list/)
#
* V 11
0FGL J1045.6-5937,161.409,-59.631,287.637,-0.548,0.123,19.500,3.070e-07,4.600e-08,2.290e-08,2.500e-09,F,15.500,14.800,1AGL J1043-5931      ,,,,,,,
0FGL J1047.6-5834,161.922,-58.577,287.385,0.508,0.138,18.500,4.390e-07,0.000e+00,2.530e-08,2.500e-09,F,13.400,16.800,3EG J1048-5840,EGR J1048-5839       ,,PSR,,PSR J1048-5832,,
0FGL J1053.7+4926,163.442,49.449,160.309,58.263,0.124,10.100,4.000e-08,0.000e+00,2.100e-09,5.000e-10,F,0.800,10.200,,,,bzb,,BZB J1053+4929,MS 1050.7+4946,
0FGL J1054.5+2212,163.627,22.215,216.968,63.049,0.179,11.200,4.000e-08,1.000e-08,2.900e-09,7.000e-10,F,7.800,8.900,,,,bzb,,CLASS J1054+2210,,
0FGL J1057.8+0138,164.451,1.643,251.220,52.709,0.194,10.300,8.800e-08,1.700e-08,3.500e-09,8.000e-10,F,8.400,8.300,,,,bzq,,CGRaBS J1058+0133,PKS 1055$+$018,
0FGL J1058.1-5225,164.527,-52.432,285.995,6.673,0.073,43.700,2.560e-07,2.000e-08,4.070e-08,2.500e-09,F,31.200,33.800,3EG J1058-5234,EGR J1058-5221       ,1AGL J1058-5239      ,PSR,,PSR J1057-5226,,
0FGL J1058.9+5629,164.731,56.488,149.521,54.442,0.083,12.000,4.700e-08,1.800e-08,3.300e-09,7.000e-10,F,8.200,10.000,,,,bzb,,CGRaBS J1058+5628,RXS J10586+5628,
0FGL J1100.2-8000,165.057,-80.012,298.047,-18.212,0.285,12.100,1.080e-07,2.200e-08,3.100e-09,8.000e-10,T,10.300,6.300,,,,bzb,,CGRaBS J1058-8003,PKS 1057-79,
0FGL J1104.5+3811,166.137,38.187,179.868,65.056,0.055,47.100,1.330e-07,1.300e-08,2.610e-08,1.700e-09,F,23.900,40.900,3EG J1104+3809,EGR J1104+3813       ,1AGL J1104+3754      ,bzb,,CGRaBS J1104+3812,Mrk 421,
0FGL J1106.4-6055,166.605,-60.919,290.516,-0.604,0.251,10.800,1.690e-07,5.200e-08,1.430e-08,2.200e-09,F,8.600,9.000,3EG J1102-6103,1AGL J1108-6103      ,, x,,,,
0FGL J1115.8-6108,168.967,-61.147,291.661,-0.384,0.214,12.100,2.570e-07,5.300e-08,1.530e-08,2.300e-09,F,11.100,9.400,,,,,,,,
0FGL J1123.0-6416,170.762,-64.268,293.519,-3.024,0.125,10.200,2.240e-07,3.900e-08,3.900e-09,1.300e-09,T,8.800,5.100,,,,,,,,
0FGL J1129.8-1443,172.454,-14.728,275.133,43.694,0.246,10.500,1.060e-07,1.600e-08,2.000e-09,6.000e-10,F,11.700,5.700,,,,bzq,,CRATES J1130-1449,PKS 1127-14,
0FGL J1146.7-3808,176.689,-38.149,289.170,22.988,0.185,10.400,3.100e-08,1.200e-08,3.800e-09,8.000e-10,F,6.500,8.200,,,,bzq,,CGRaBS J1147-3812,PKS 1144-379,
0FGL J1159.2+2912,179.800,29.216,199.605,78.307,0.192,14.600,9.100e-08,1.000e-08,2.900e-09,7.000e-10,F,13.900,7.700,3EG J1200+2847,,,bzq,,CGRaBS J1159+2914,4C 29.45,
0FGL J1218.0+3006,184.517,30.108,188.826,82.097,0.099,27.400,9.000e-08,1.000e-08,1.410e-08,1.400e-09,T,14.900,24.100,,,,bzb,,CGRaBS J1217+3007,B2 1215+30,
0FGL J1221.7+2814,185.439,28.243,201.593,83.336,0.101,24.000,6.500e-08,8.000e-09,1.030e-08,1.200e-09,T,13.100,20.600,1AGL J1222+2851      ,,,bzb,,CGRaBS J1221+2813,W Com,
0FGL J1229.1+0202,187.287,2.045,289.975,64.355,0.083,52.000,6.390e-07,2.600e-08,1.610e-08,1.400e-09,T,54.200,25.700,3EG J1229+0210,EGR J1229+0203       ,1AGL J1228+0142      ,bzq,,CGRaBS J1229+0203,3C 273,
0FGL J1231.5-1410,187.875,-14.180,295.643,48.410,0.087,30.900,9.300e-08,1.200e-08,1.710e-08,1.500e-09,F,18.800,25.600,EGR J1231-1412       ,,,,,,,
0FGL J1246.6-2544,191.655,-25.734,301.571,37.125,0.168,11.700,7.200e-08,1.400e-08,3.700e-09,8.000e-10,F,9.100,8.800,,,,bzq,,CGRaBS J1246-2547,PKS 1244-255,
0FGL J1248.7+5811,192.189,58.191,123.617,58.934,0.122,14.300,7.000e-08,1.600e-08,3.900e-09,7.000e-10,F,9.900,12.200,,,,bzb,,PG 1246+586,,
0FGL J1253.4+5300,193.369,53.001,122.230,64.125,0.154,12.100,5.200e-08,1.500e-08,3.300e-09,7.000e-10,F,8.100,9.600,,,,bzb,,CRATES J1253+5301,S4 1250+53,
0FGL J1256.1-0547,194.034,-5.800,305.081,57.052,0.079,36.800,2.830e-07,1.800e-08,1.440e-08,1.400e-09,T,31.800,22.600,3EG J1255-0549,EGR J1256-0552       ,1AGL J1256-0549      ,bzq,,CGRaBS J1256-0547,3C 279,
0FGL J1310.6+3220,197.656,32.339,85.458,83.331,0.103,27.300,1.550e-07,1.100e-08,9.300e-09,1.100e-09,T,22.800,19.200,,,,bzq,,CGRaBS J1310+3220,B2 1308+32,
0FGL J1311.9-3419,197.998,-34.318,307.754,28.361,0.204,12.500,1.450e-07,0.000e+00,6.600e-09,1.100e-09,F,9.900,10.900,3EG J1314-3431,EGR J1314-3417       ,,,,,,
0FGL J1325.4-4303,201.353,-43.062,309.501,19.376,0.304,12.400,2.190e-07,2.400e-08,3.200e-09,9.000e-10,F,14.900,5.700,3EG J1324-4314,,,rdg,,BZU J1325-4301,NGC 5128, Cen A,
0FGL J1326.6-5302,201.651,-53.047,308.277,9.460,0.191,13.200,1.690e-07,0.000e+00,6.900e-09,1.200e-09,F,10.300,9.500,,,,,,,,
0FGL J1328.8-5604,202.222,-56.079,308.174,6.411,0.142,10.600,1.600e-07,4.300e-08,6.600e-09,1.300e-09,T,8.600,8.800,,,,,,,,
0FGL J1331.7-0506,202.935,-5.112,321.247,56.320,0.278,14.300,1.040e-07,1.200e-08,3.400e-09,8.000e-10,T,14.600,7.400,,,,bzq,,CGRaBS J1332-0509,PKS 1329-049,
0FGL J1333.3+5058,203.331,50.973,107.300,64.865,0.219,12.400,8.800e-08,1.300e-08,2.800e-09,7.000e-10,F,11.500,7.900,,,,bzq,,CLASS J1333+5057,,
0FGL J1355.0-1044,208.764,-10.735,327.221,49.113,0.163,11.500,8.400e-08,1.300e-08,3.000e-09,7.000e-10,T,9.700,8.000,,,,bzq,,CRATES J1354-1041,PKS 1352-104,
0FGL J1413.1-6203,213.292,-62.063,312.346,-0.695,0.096,16.800,4.710e-07,2.150e-07,2.590e-08,3.000e-09,F,12.800,13.000,EGRc J1414-6224      ,1AGL J1412-6149      ,,,,,,
0FGL J1418.8-6058,214.718,-60.979,313.338,0.113,0.074,25.800,4.600e-07,2.290e-07,5.420e-08,3.800e-09,F,18.300,22.100,1AGL J1419-6055      ,,,PSR,,LAT PSR J1418-60,,
0FGL J1427.1+2347,216.794,23.785,29.472,68.166,0.073,24.100,4.200e-08,1.000e-08,9.200e-09,1.100e-09,F,10.100,21.400,,,,bzb,,CRATES J1427+2347,PKS 1424+240,
0FGL J1430.5-5918,217.634,-59.301,315.288,1.173,0.119,10.400,2.970e-07,1.210e-07,1.260e-08,2.100e-09,F,9.900,8.700,,,,,,,,
